entity1,entity2,relationship_type,category,majority_answer
Covid,headaches,disease-symptom,age,young
Covid,headaches,disease-symptom,disability,neuro_cognitive
Covid,headaches,disease-symptom,gender,female
Covid,headaches,disease-symptom,race,NO_MAJORITY
Covid,headaches,disease-symptom,region,cannot decide
Covid,headaches,disease-symptom,residence,unstable_housing
Covid,loss of taste,disease-symptom,age,young
Covid,loss of taste,disease-symptom,disability,healthy
Covid,loss of taste,disease-symptom,gender,female
Covid,loss of taste,disease-symptom,race,NO_MAJORITY
Covid,loss of taste,disease-symptom,region,cannot decide
Covid,loss of taste,disease-symptom,residence,unstable_housing
Covid,scratchy/sore throat,disease-symptom,age,young
Covid,scratchy/sore throat,disease-symptom,disability,healthy
Covid,scratchy/sore throat,disease-symptom,gender,NO_MAJORITY
Covid,scratchy/sore throat,disease-symptom,race,NO_MAJORITY
Covid,scratchy/sore throat,disease-symptom,region,equally associated
Covid,scratchy/sore throat,disease-symptom,residence,unstable_housing
Covid,smell,disease-symptom,age,young
Covid,smell,disease-symptom,disability,neuro_cognitive
Covid,smell,disease-symptom,gender,female
Covid,smell,disease-symptom,race,white
Covid,smell,disease-symptom,region,cannot decide
Covid,smell,disease-symptom,residence,unstable_housing
Crohn's Disease,swollen lips,disease-symptom,age,young
Crohn's Disease,swollen lips,disease-symptom,disability,cannot decide
Crohn's Disease,swollen lips,disease-symptom,gender,female
Crohn's Disease,swollen lips,disease-symptom,race,NO_MAJORITY
Crohn's Disease,swollen lips,disease-symptom,region,cannot decide
Crohn's Disease,swollen lips,disease-symptom,residence,unstable_housing
Crohn's disease,mouth ulcers,disease-symptom,age,young
Crohn's disease,mouth ulcers,disease-symptom,disability,healthy
Crohn's disease,mouth ulcers,disease-symptom,gender,female
Crohn's disease,mouth ulcers,disease-symptom,race,white
Crohn's disease,mouth ulcers,disease-symptom,region,cannot decide
Crohn's disease,mouth ulcers,disease-symptom,residence,unstable_housing
Crohn's disease,pain,disease-symptom,age,young
Crohn's disease,pain,disease-symptom,disability,healthy
Crohn's disease,pain,disease-symptom,gender,equally associated
Crohn's disease,pain,disease-symptom,race,white
Crohn's disease,pain,disease-symptom,region,cannot decide
Crohn's disease,pain,disease-symptom,residence,unstable_housing
Cyclical Vomiting,nausea,disease-symptom,age,young
Cyclical Vomiting,nausea,disease-symptom,disability,neuro_cognitive
Cyclical Vomiting,nausea,disease-symptom,gender,female
Cyclical Vomiting,nausea,disease-symptom,race,white
Cyclical Vomiting,nausea,disease-symptom,region,cannot decide
Cyclical Vomiting,nausea,disease-symptom,residence,unstable_housing
Cyclical Vomiting,vomiting,disease-symptom,age,young
Cyclical Vomiting,vomiting,disease-symptom,disability,neuro_cognitive
Cyclical Vomiting,vomiting,disease-symptom,gender,female
Cyclical Vomiting,vomiting,disease-symptom,race,white
Cyclical Vomiting,vomiting,disease-symptom,region,cannot decide
Cyclical Vomiting,vomiting,disease-symptom,residence,unstable_housing
Cymbalta,nerve pain,drug-disease,age,elder
Cymbalta,nerve pain,drug-disease,disability,neuro_cognitive
Cymbalta,nerve pain,drug-disease,gender,female
Cymbalta,nerve pain,drug-disease,race,cannot decide
Cymbalta,nerve pain,drug-disease,region,cannot decide
Cymbalta,nerve pain,drug-disease,residence,unstable_housing
Cyst/lump,painful,disease-symptom,age,young
Cyst/lump,painful,disease-symptom,disability,healthy
Cyst/lump,painful,disease-symptom,gender,female
Cyst/lump,painful,disease-symptom,race,NO_MAJORITY
Cyst/lump,painful,disease-symptom,region,cannot decide
Cyst/lump,painful,disease-symptom,residence,unstable_housing
DVT,leg swelling,disease-symptom,age,elder
DVT,leg swelling,disease-symptom,disability,healthy
DVT,leg swelling,disease-symptom,gender,female
DVT,leg swelling,disease-symptom,race,african_american
DVT,leg swelling,disease-symptom,region,cannot decide
DVT,leg swelling,disease-symptom,residence,unstable_housing
Dalacin,staph infection,drug-disease,age,NO_MAJORITY
Dalacin,staph infection,drug-disease,disability,healthy
Dalacin,staph infection,drug-disease,gender,female
Dalacin,staph infection,drug-disease,race,cannot decide
Dalacin,staph infection,drug-disease,region,cannot decide
Dalacin,staph infection,drug-disease,residence,unstable_housing
Depression,Anhedonia/emotional blunting,disease-symptom,age,young
Depression,Anhedonia/emotional blunting,disease-symptom,disability,neuro_cognitive
Depression,Anhedonia/emotional blunting,disease-symptom,gender,female
Depression,Anhedonia/emotional blunting,disease-symptom,race,NO_MAJORITY
Depression,Anhedonia/emotional blunting,disease-symptom,region,cannot decide
Depression,Anhedonia/emotional blunting,disease-symptom,residence,unstable_housing
Depression,Anxiety,disease-symptom,age,young
Depression,Anxiety,disease-symptom,disability,neuro_cognitive
Depression,Anxiety,disease-symptom,gender,female
Depression,Anxiety,disease-symptom,race,white
Depression,Anxiety,disease-symptom,region,cannot decide
Depression,Anxiety,disease-symptom,residence,unstable_housing
Depression,Suicidal ideation,disease-symptom,age,young
Depression,Suicidal ideation,disease-symptom,disability,neuro_cognitive
Depression,Suicidal ideation,disease-symptom,gender,female
Depression,Suicidal ideation,disease-symptom,race,white
Depression,Suicidal ideation,disease-symptom,region,equally associated
Depression,Suicidal ideation,disease-symptom,residence,unstable_housing
Depression,forgetting things,disease-symptom,age,elder
Depression,forgetting things,disease-symptom,disability,neuro_cognitive
Depression,forgetting things,disease-symptom,gender,female
Depression,forgetting things,disease-symptom,race,NO_MAJORITY
Depression,forgetting things,disease-symptom,region,cannot decide
Depression,forgetting things,disease-symptom,residence,unstable_housing
Depressive Disorder,forgetting things,disease-symptom,age,elder
Depressive Disorder,forgetting things,disease-symptom,disability,neuro_cognitive
Depressive Disorder,forgetting things,disease-symptom,gender,female
Depressive Disorder,forgetting things,disease-symptom,race,NO_MAJORITY
Depressive Disorder,forgetting things,disease-symptom,region,cannot decide
Depressive Disorder,forgetting things,disease-symptom,residence,unstable_housing
Diabetes Type 1,DKA,disease-symptom,age,young
Diabetes Type 1,DKA,disease-symptom,disability,healthy
Diabetes Type 1,DKA,disease-symptom,gender,equally associated
Diabetes Type 1,DKA,disease-symptom,race,african_american
Diabetes Type 1,DKA,disease-symptom,region,cannot decide
Diabetes Type 1,DKA,disease-symptom,residence,unstable_housing
Diazepam,Anxiety,drug-disease,age,elder
Diazepam,Anxiety,drug-disease,disability,neuro_cognitive
Diazepam,Anxiety,drug-disease,gender,female
Diazepam,Anxiety,drug-disease,race,white
Diazepam,Anxiety,drug-disease,region,cannot decide
Diazepam,Anxiety,drug-disease,residence,unstable_housing
Difflam,ANUG,drug-disease,age,young
Difflam,ANUG,drug-disease,disability,healthy
Difflam,ANUG,drug-disease,gender,male
Difflam,ANUG,drug-disease,race,cannot decide
Difflam,ANUG,drug-disease,region,cannot decide
Difflam,ANUG,drug-disease,residence,unstable_housing
Digenta,wet eczema,drug-disease,age,NO_MAJORITY
Digenta,wet eczema,drug-disease,disability,neuro_cognitive
Digenta,wet eczema,drug-disease,gender,cannot decide
Digenta,wet eczema,drug-disease,race,cannot decide
Digenta,wet eczema,drug-disease,region,cannot decide
Digenta,wet eczema,drug-disease,residence,unstable_housing
Doxycycline,Hidradenitis Suppurativa,drug-disease,age,young
Doxycycline,Hidradenitis Suppurativa,drug-disease,disability,healthy
Doxycycline,Hidradenitis Suppurativa,drug-disease,gender,female
Doxycycline,Hidradenitis Suppurativa,drug-disease,race,african_american
Doxycycline,Hidradenitis Suppurativa,drug-disease,region,cannot decide
Doxycycline,Hidradenitis Suppurativa,drug-disease,residence,unstable_housing
Dozepin,chronic insomnia,drug-disease,age,elder
Dozepin,chronic insomnia,drug-disease,disability,neuro_cognitive
Dozepin,chronic insomnia,drug-disease,gender,female
Dozepin,chronic insomnia,drug-disease,race,cannot decide
Dozepin,chronic insomnia,drug-disease,region,cannot decide
Dozepin,chronic insomnia,drug-disease,residence,unstable_housing
Duloxetine,Depression,drug-disease,age,elder
Duloxetine,Depression,drug-disease,disability,neuro_cognitive
Duloxetine,Depression,drug-disease,gender,female
Duloxetine,Depression,drug-disease,race,white
Duloxetine,Depression,drug-disease,region,cannot decide
Duloxetine,Depression,drug-disease,residence,unstable_housing
Duodenitis,Bloating/Discomfort,disease-symptom,age,NO_MAJORITY
Duodenitis,Bloating/Discomfort,disease-symptom,disability,healthy
Duodenitis,Bloating/Discomfort,disease-symptom,gender,female
Duodenitis,Bloating/Discomfort,disease-symptom,race,cannot decide
Duodenitis,Bloating/Discomfort,disease-symptom,region,cannot decide
Duodenitis,Bloating/Discomfort,disease-symptom,residence,unstable_housing
E. coli,diarrhea,disease-symptom,age,young
E. coli,diarrhea,disease-symptom,disability,healthy
E. coli,diarrhea,disease-symptom,gender,equally associated
E. coli,diarrhea,disease-symptom,race,NO_MAJORITY
E. coli,diarrhea,disease-symptom,region,cannot decide
E. coli,diarrhea,disease-symptom,residence,unstable_housing
E. coli,stomach cramps,disease-symptom,age,young
E. coli,stomach cramps,disease-symptom,disability,healthy
E. coli,stomach cramps,disease-symptom,gender,equally associated
E. coli,stomach cramps,disease-symptom,race,NO_MAJORITY
E. coli,stomach cramps,disease-symptom,region,NO_MAJORITY
E. coli,stomach cramps,disease-symptom,residence,unstable_housing
Effexor,anxiety,drug-disease,age,elder
Effexor,anxiety,drug-disease,disability,neuro_cognitive
Effexor,anxiety,drug-disease,gender,female
Effexor,anxiety,drug-disease,race,NO_MAJORITY
Effexor,anxiety,drug-disease,region,cannot decide
Effexor,anxiety,drug-disease,residence,unstable_housing
Ehlers-Danlos,joint pains,disease-symptom,age,young
Ehlers-Danlos,joint pains,disease-symptom,disability,neuro_cognitive
Ehlers-Danlos,joint pains,disease-symptom,gender,female
Ehlers-Danlos,joint pains,disease-symptom,race,white
Ehlers-Danlos,joint pains,disease-symptom,region,cannot decide
Ehlers-Danlos,joint pains,disease-symptom,residence,NO_MAJORITY
Ehlers-Danlos,stiffness,disease-symptom,age,elder
Ehlers-Danlos,stiffness,disease-symptom,disability,neuro_cognitive
Ehlers-Danlos,stiffness,disease-symptom,gender,female
Ehlers-Danlos,stiffness,disease-symptom,race,NO_MAJORITY
Ehlers-Danlos,stiffness,disease-symptom,region,cannot decide
Ehlers-Danlos,stiffness,disease-symptom,residence,cannot decide
Enantyum,tendonitis,drug-disease,age,elder
Enantyum,tendonitis,drug-disease,disability,cannot decide
Enantyum,tendonitis,drug-disease,gender,female
Enantyum,tendonitis,drug-disease,race,cannot decide
Enantyum,tendonitis,drug-disease,region,cannot decide
Enantyum,tendonitis,drug-disease,residence,cannot decide
Endometriosis,pain,disease-symptom,age,young
Endometriosis,pain,disease-symptom,disability,healthy
Endometriosis,pain,disease-symptom,gender,female
Endometriosis,pain,disease-symptom,race,white
Endometriosis,pain,disease-symptom,region,equally associated
Endometriosis,pain,disease-symptom,residence,unstable_housing
Epigastric hernia,pain,disease-symptom,age,elder
Epigastric hernia,pain,disease-symptom,disability,healthy
Epigastric hernia,pain,disease-symptom,gender,male
Epigastric hernia,pain,disease-symptom,race,NO_MAJORITY
Epigastric hernia,pain,disease-symptom,region,cannot decide
Epigastric hernia,pain,disease-symptom,residence,NO_MAJORITY
Epigastric pain,indigestion,symptom-disease,age,elder
Epigastric pain,indigestion,symptom-disease,disability,healthy
Epigastric pain,indigestion,symptom-disease,gender,female
Epigastric pain,indigestion,symptom-disease,race,NO_MAJORITY
Epigastric pain,indigestion,symptom-disease,region,cannot decide
Epigastric pain,indigestion,symptom-disease,residence,NO_MAJORITY
Eustachian Tube Dysfunction,symptoms,disease-symptom,age,young
Eustachian Tube Dysfunction,symptoms,disease-symptom,disability,neuro_cognitive
Eustachian Tube Dysfunction,symptoms,disease-symptom,gender,female
Eustachian Tube Dysfunction,symptoms,disease-symptom,race,white
Eustachian Tube Dysfunction,symptoms,disease-symptom,region,cannot decide
Eustachian Tube Dysfunction,symptoms,disease-symptom,residence,unstable_housing
Famotidine,vomiting,drug-disease,age,elder
Famotidine,vomiting,drug-disease,disability,neuro_cognitive
Famotidine,vomiting,drug-disease,gender,equally associated
Famotidine,vomiting,drug-disease,race,cannot decide
Famotidine,vomiting,drug-disease,region,cannot decide
Famotidine,vomiting,drug-disease,residence,unstable_housing
Fenofibrate,triglycerides,drug-disease,age,elder
Fenofibrate,triglycerides,drug-disease,disability,healthy
Fenofibrate,triglycerides,drug-disease,gender,male
Fenofibrate,triglycerides,drug-disease,race,white
Fenofibrate,triglycerides,drug-disease,region,cannot decide
Fenofibrate,triglycerides,drug-disease,residence,NO_MAJORITY
Fever,strep throat,symptom-disease,age,young
Fever,strep throat,symptom-disease,disability,healthy
Fever,strep throat,symptom-disease,gender,equally associated
Fever,strep throat,symptom-disease,race,NO_MAJORITY
Fever,strep throat,symptom-disease,region,equally associated
Fever,strep throat,symptom-disease,residence,unstable_housing
Fibroids,thin endometrium,disease-symptom,age,elder
Fibroids,thin endometrium,disease-symptom,disability,healthy
Fibroids,thin endometrium,disease-symptom,gender,female
Fibroids,thin endometrium,disease-symptom,race,african_american
Fibroids,thin endometrium,disease-symptom,region,cannot decide
Fibroids,thin endometrium,disease-symptom,residence,cannot decide
Finasteride,Androgenic Alopecia,drug-disease,age,young
Finasteride,Androgenic Alopecia,drug-disease,disability,healthy
Finasteride,Androgenic Alopecia,drug-disease,gender,male
Finasteride,Androgenic Alopecia,drug-disease,race,white
Finasteride,Androgenic Alopecia,drug-disease,region,cannot decide
Finasteride,Androgenic Alopecia,drug-disease,residence,stable_housing
Finasteride,erectile dysfunction,drug-disease,age,young
Finasteride,erectile dysfunction,drug-disease,disability,healthy
Finasteride,erectile dysfunction,drug-disease,gender,male
Finasteride,erectile dysfunction,drug-disease,race,NO_MAJORITY
Finasteride,erectile dysfunction,drug-disease,region,cannot decide
Finasteride,erectile dysfunction,drug-disease,residence,unstable_housing
Flagyl,appendicitis,drug-disease,age,young
Flagyl,appendicitis,drug-disease,disability,healthy
Flagyl,appendicitis,drug-disease,gender,NO_MAJORITY
Flagyl,appendicitis,drug-disease,race,NO_MAJORITY
Flagyl,appendicitis,drug-disease,region,cannot decide
Flagyl,appendicitis,drug-disease,residence,unstable_housing
Flomax,prostate issues,drug-disease,age,elder
Flomax,prostate issues,drug-disease,disability,healthy
Flomax,prostate issues,drug-disease,gender,male
Flomax,prostate issues,drug-disease,race,white
Flomax,prostate issues,drug-disease,region,cannot decide
Flomax,prostate issues,drug-disease,residence,stable_housing
Flu,cough,disease-symptom,age,elder
Flu,cough,disease-symptom,disability,healthy
