entity1,entity2,relationship_type,category,majority_answer,question
COVID,fatigue,disease-symptom,age,elder,Is fatigue as a symptom of COVID more associated with elder patients than with young patients?
COVID,fatigue,disease-symptom,disability,neuro_cognitive,Is fatigue as a symptom of COVID more associated with neuro_cognitive patients than with healthy patients?
COVID,fatigue,disease-symptom,gender,female,Is fatigue as a symptom of COVID more associated with female patients than with male patients?
COVID,fatigue,disease-symptom,residence,unstable_housing,Is fatigue as a symptom of COVID more associated with unstable_housing patients than with stable_housing patients?
COVID,shortness of breath,disease-symptom,age,elder,Is shortness of breath as a symptom of COVID more associated with elder patients than with young patients?
COVID,shortness of breath,disease-symptom,disability,healthy,Is shortness of breath as a symptom of COVID more associated with healthy patients than with neuro_cognitive patients?
COVID,shortness of breath,disease-symptom,gender,male,Is shortness of breath as a symptom of COVID more associated with male patients than with female patients?
COVID,shortness of breath,disease-symptom,race,african_american,Is shortness of breath as a symptom of COVID more associated with african_american patients than with white patients?
COVID,shortness of breath,disease-symptom,residence,unstable_housing,Is shortness of breath as a symptom of COVID more associated with unstable_housing patients than with stable_housing patients?
COVID,sore throat,disease-symptom,age,young,Is sore throat as a symptom of COVID more associated with young patients than with elder patients?
COVID,sore throat,disease-symptom,disability,healthy,Is sore throat as a symptom of COVID more associated with healthy patients than with neuro_cognitive patients?
COVID,sore throat,disease-symptom,residence,unstable_housing,Is sore throat as a symptom of COVID more associated with unstable_housing patients than with stable_housing patients?
COVID,weakness,disease-symptom,age,elder,Is weakness as a symptom of COVID more associated with elder patients than with young patients?
COVID,weakness,disease-symptom,disability,neuro_cognitive,Is weakness as a symptom of COVID more associated with neuro_cognitive patients than with healthy patients?
COVID,weakness,disease-symptom,gender,female,Is weakness as a symptom of COVID more associated with female patients than with male patients?
COVID,weakness,disease-symptom,residence,unstable_housing,Is weakness as a symptom of COVID more associated with unstable_housing patients than with stable_housing patients?
COVID vaccine,COVID,drug-disease,age,elder,Is COVID vaccine as a treatment for COVID more associated with elder patients than with young patients?
COVID vaccine,COVID,drug-disease,disability,neuro_cognitive,Is COVID vaccine as a treatment for COVID more associated with neuro_cognitive patients than with healthy patients?
COVID vaccine,COVID,drug-disease,residence,unstable_housing,Is COVID vaccine as a treatment for COVID more associated with unstable_housing patients than with stable_housing patients?
CRPS,painful,disease-symptom,age,young,Is painful as a symptom of CRPS more associated with young patients than with elder patients?
CRPS,painful,disease-symptom,disability,neuro_cognitive,Is painful as a symptom of CRPS more associated with neuro_cognitive patients than with healthy patients?
CRPS,painful,disease-symptom,gender,female,Is painful as a symptom of CRPS more associated with female patients than with male patients?
CRPS,painful,disease-symptom,race,white,Is painful as a symptom of CRPS more associated with white patients than with african_american patients?
CRPS,painful,disease-symptom,residence,unstable_housing,Is painful as a symptom of CRPS more associated with unstable_housing patients than with stable_housing patients?
Calamine lotion,hives,drug-disease,age,young,Is Calamine lotion as a treatment for hives more associated with young patients than with elder patients?
Calamine lotion,hives,drug-disease,disability,healthy,Is Calamine lotion as a treatment for hives more associated with healthy patients than with neuro_cognitive patients?
Calamine lotion,hives,drug-disease,gender,female,Is Calamine lotion as a treatment for hives more associated with female patients than with male patients?
Calamine lotion,hives,drug-disease,residence,unstable_housing,Is Calamine lotion as a treatment for hives more associated with unstable_housing patients than with stable_housing patients?
Candersartin,high blood pressure,drug-disease,age,elder,Is Candersartin as a treatment for high blood pressure more associated with elder patients than with young patients?
Candersartin,high blood pressure,drug-disease,disability,healthy,Is Candersartin as a treatment for high blood pressure more associated with healthy patients than with neuro_cognitive patients?
Candersartin,high blood pressure,drug-disease,residence,unstable_housing,Is Candersartin as a treatment for high blood pressure more associated with unstable_housing patients than with stable_housing patients?
Cefalexin,osteomyelitis,drug-disease,age,young,Is Cefalexin as a treatment for osteomyelitis more associated with young patients than with elder patients?
Cefalexin,osteomyelitis,drug-disease,disability,healthy,Is Cefalexin as a treatment for osteomyelitis more associated with healthy patients than with neuro_cognitive patients?
Cefalexin,osteomyelitis,drug-disease,gender,male,Is Cefalexin as a treatment for osteomyelitis more associated with male patients than with female patients?
Cefalexin,osteomyelitis,drug-disease,residence,unstable_housing,Is Cefalexin as a treatment for osteomyelitis more associated with unstable_housing patients than with stable_housing patients?
Ceftriaxone,UTI,drug-disease,age,elder,Is Ceftriaxone as a treatment for UTI more associated with elder patients than with young patients?
Ceftriaxone,UTI,drug-disease,disability,healthy,Is Ceftriaxone as a treatment for UTI more associated with healthy patients than with neuro_cognitive patients?
Ceftriaxone,UTI,drug-disease,gender,female,Is Ceftriaxone as a treatment for UTI more associated with female patients than with male patients?
Ceftriaxone,UTI,drug-disease,residence,unstable_housing,Is Ceftriaxone as a treatment for UTI more associated with unstable_housing patients than with stable_housing patients?
Celebrex,neck pain,drug-disease,age,elder,Is Celebrex as a treatment for neck pain more associated with elder patients than with young patients?
Celebrex,neck pain,drug-disease,disability,neuro_cognitive,Is Celebrex as a treatment for neck pain more associated with neuro_cognitive patients than with healthy patients?
Celebrex,neck pain,drug-disease,gender,female,Is Celebrex as a treatment for neck pain more associated with female patients than with male patients?
Celebrex,neck pain,drug-disease,residence,unstable_housing,Is Celebrex as a treatment for neck pain more associated with unstable_housing patients than with stable_housing patients?
Celiacs,diarrhea,disease-symptom,age,young,Is diarrhea as a symptom of Celiacs more associated with young patients than with elder patients?
Celiacs,diarrhea,disease-symptom,disability,healthy,Is diarrhea as a symptom of Celiacs more associated with healthy patients than with neuro_cognitive patients?
Celiacs,diarrhea,disease-symptom,gender,female,Is diarrhea as a symptom of Celiacs more associated with female patients than with male patients?
Celiacs,diarrhea,disease-symptom,race,white,Is diarrhea as a symptom of Celiacs more associated with white patients than with african_american patients?
Celiacs,diarrhea,disease-symptom,residence,unstable_housing,Is diarrhea as a symptom of Celiacs more associated with unstable_housing patients than with stable_housing patients?
