Unnamed: 0,id,question,options,correct_answer,correct_index,labels,matched_categories
40,245,"A 4-year-old boy is referred to the transfusion clinic with malaise, fever, bilateral conjunctivitis, erythema of the oral mucosa, macular rash of the trunk, and inguinal lymphadenopathy following several days of loose stool. The boy was born at 39 weeks gestation via spontaneous vaginal delivery. He is up to date on all vaccines and is meeting all developmental milestones. Kawasaki’s disease is suspected and therapy with intravenous immunoglobulin and aspirin is initiated. Later that day, the patient develops trouble breathing, facial flushing, and rapidly evolving pruritic abdominal rash. He is rushed to the emergency department where his blood pressure is 85/48 mm Hg, heart rate is 120/min, respiratory rate is 26/min, and temperature is 37.0°C (98.6°F). On physical examination, the patient has severe facial edema and severe stridor, which can be heard without a stethoscope. A complete blood count is normal. Of the following options, which underlying condition could cause this reaction?","{'0': ""Bruton's agammaglobulinemia"", '1': 'IgA deficiency', '2': 'Hyper-IgM syndrome', '3': 'Hyper-IgD syndrome', 'correct answer': ""Bruton's agammaglobulinemia""}",IgA deficiency,1,"['male', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
41,251,The diarrhea associated with the consumption of antibiotics is usually caused by:,"{'0': 'Campylobacter spp.', '1': 'Staphylococcus aureus.', '2': 'Clostridium difficile.', '3': 'Yersinia enterocolitica.'}",Clostridium difficile.,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
42,252,Which of the following is associated with defective apoptosis and increased cell survival,"{'0': 'Neuro degenerative diseases', '1': 'Auto immune disorders', '2': 'Myocardial infarction', '3': 'Stroke'}",Auto immune disorders,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
43,253,"A 54-year-old man is brought to the emergency department after he was found outside in the middle of a blizzard. On presentation, he is conscious but does not know where he is nor how he got there. His wife is contacted and says that he has been getting increasingly confused over the past 6 weeks. This progressed from misplacing objects to getting lost in places that he knew how to navigate previously. Most worryingly, he has recently started forgetting the names of their children. In addition to these memory changes, she says that he now has rapid jerky movements of his extremities as well as coordination and balance problems. Finally, he has become extremely paranoid about government surveillance and has had hallucinations about secret agents in their house. His previous medical history is significant for a previous car crash in which the patient required internal fixation of a femur fracture and a corneal transplant for corneal degeneration. Otherwise he had no neurologic deficits prior to 6 weeks ago. Physical exam reveals myoclonus and ataxia. Which of the following is true of the most likely cause of this patient's symptoms?","{'0': 'Can be transmitted on medical equipment even after autoclaving instruments', '1': 'Contains genetic material but is unable to survive independent from a host', '2': 'Has a cell wall containing peptidoglycan', '3': 'Leads to intracellular aggregations of hyperphosphorylated tau protein'}",Can be transmitted on medical equipment even after autoclaving instruments,0,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'single-family home']",4
44,256,"A motorcycle riders, the impact caused the car accident injured his right knee, physical examination revealed right knee impact injury straight ahead, the merger slight swelling of the knee, knee pull test (posterior drawer test) was positive, X-ray showed no fracture, expressed what he ligament injury?","{'0': 'Knee medial ligament', '1': 'Lateral ligaments of the knee', '2': 'Anterior cruciate ligament', '3': 'After the posterior cruciate ligament'}",After the posterior cruciate ligament,3,"['male', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",1
45,263,Which of the following precancerous conditions if treated would not lead to cancer,"{'0': 'Cervical intraepithelial Neoplasia', '1': 'Ductal carcinoma in situ of breast', '2': 'Lobular Carcinoma in situ of breast', '3': 'Vaginal intraepithelial Neoplasia'}",Cervical intraepithelial Neoplasia,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
46,265,"A 23-year-old man is brought to the emergency department by his mother because of a change in his personality. The mother reports that over the past 7 months her son has become increasingly withdrawn; he has not answered any phone calls or visited his family and friends. He had always been a quiet boy, who needed some time on his own, but he used to meet with friends at least once a week. The patient says that he cannot leave the house because aliens are watching him and “stealing his thoughts”. He does not drink alcohol. He used to smoke marijuana occasionally but quit 1 year ago. His vital signs are within normal limits. Physical examination shows no abnormalities. On mental status examination, it is impossible to follow the patient's sequence of thoughts. He is anxious and has a flat affect. Which of the following is the most likely diagnosis?","{'0': 'Delusional disorder', '1': 'Mood disorder with psychotic features', '2': 'Schizoid personality disorder', '3': 'Schizophrenia'}",Schizophrenia,3,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'single-family home']",3
47,274,"Regarding psychosocial factors related to cancer, it has been proven that people improve their chances of survival if:","{'0': 'They inhibit the manifestation of negative emotions.', '1': 'They passively accept the diagnosis.', '2': 'They learn to express their negative emotions.', '3': 'They present characteristics of independent and responsible personality.'}",They learn to express their negative emotions.,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
48,276,"A 3-week-old infant presents to the emergency department with thick white discharge from his eyes that has persisted for the past 24 hours. The patient's birth was not complicated, and he was born at home vaginally with a mid-wife supervising the birth. The patient has a documented allergy to penicillin which caused anaphylaxis after it was given secondary to a maternal syphilis infection. His temperature is 97.6°F (36.4°C), blood pressure is 75/40 mm Hg, pulse is 130/min, respiratory rate is 24/min, and oxygen saturation is 98% on room air. The patient is currently sleeping. Physical exam is notable for bilateral purulent drainage from the eyes. Which of the following is a complication associated with the best treatment for this patient?","{'0': 'Damage to the lacrimal ducts', '1': 'Non-bilious projectile vomiting', '2': 'Possible anaphylaxis and urticaria', '3': 'Sedation and increased sleepiness'}",Non-bilious projectile vomiting,1,"['male', 'N/A', 'N/A', 'white', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
49,281,"A 37-year-old woman comes to the emergency department because her eyes have had a yellow discoloration and she has had dark urine for the past 3 days. She has also had fever, itching, and severe fatigue. She reports having symptoms of the stomach flu a week ago, which resolved with over-the-counter medication. She does not have diarrhea but says her stools are whitish in appearance. She has no personal history of serious illness. She does not smoke and drinks an average of 2 beers on weekends. She does not use illicit drugs. She has been sexually active with the same partner for 12 years and uses condoms consistently. She works as a flight attendant for an international airline. She appears ill. Her temperature is 39.3°C (102.7°F), pulse is 64/min, and blood pressure is 132/82 mm Hg. Examination shows scleral icterus, excoriation marks over her extremities, and parched lips. The liver is tender on palpation; there is no splenomegaly. Cardiopulmonary examination is normal. Laboratory studies show:
Hemoglobin 11.6 g/dL
Leukocyte count 10,300/mm3
Platelet count 256,000/mm3
ESR 19 mm/hr
Prothrombin time 13 seconds
Serum
Urea nitrogen 28 mg/dL
Glucose 89 mg/dL
Creatinine 0.7 mg/dL
Bilirubin
Total 8 mg/dL
Direct 4 mg/dL
ALP 80 U/L
AST 312 U/L
ALT 569 U/L
An ultrasound of the abdomen shows no abnormalities. Serum studies are most likely to show which of the following findings?""","{'0': 'Anti-mitochondrial antibodies', '1': 'Perinuclear anti-neutrophil cytoplasmic antibodies', '2': 'Anti-HAV IgM', '3': 'Anti-HEV IgG'}",Anti-HAV IgM,2,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'scientist', 'N/A', 'single-family home']",4
50,292,Closing volume is related to which of the following?,"{'0': 'Tidal volume', '1': 'Residual volume', '2': 'Vital capacity', '3': 'None'}",Residual volume,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
51,301,"A 26-year-old man is brought to the emergency department because he has had abdominal pain, nausea, and vomiting for the past 2 hours. He ate a sandwich and coleslaw from a deli about 1 hour before the symptoms began. He has no history of serious illness and takes no medications. His temperature is 99.6°F (37.6°C), pulse is 80/min, respirations are 18/min, and blood pressure is 122/68 mm Hg. The lungs are clear to auscultation. Cardiac examination shows no abnormalities. Abdominal examination shows diffuse mild tenderness with no rigidity, rebound, or guarding. The remainder of the examination shows no abnormalities. Which of the following is the most likely causal organism?","{'0': 'Shigella dysenteriae', '1': 'Staphylococcus aureus', '2': 'Enterotoxigenic Escherichia coli', '3': 'Bacillus cereus'}",Staphylococcus aureus,1,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
52,309,"A ligamental injection of 2% lidocaine with 1:10,000 epinephrine will cause the pulp circulation to:","{'0': 'Cease for about 30 minutes', '1': 'Remain the same', '2': 'Increase markedly', '3': 'Decrease slightly'}",Cease for about 30 minutes,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
53,311,"A 42-year-old woman comes to the clinic for a routine annual exam. She recently moved from New Jersey, and her medical records show a total colectomy. The patient reports that she has had annual colonoscopies since she was 10 years of age because her father had “a condition with his colon.” What is the genetic inheritance pattern of the patient’s disease?","{'0': 'Autosomal dominant', '1': 'Autosomal recessive', '2': 'Multifactorial', '3': 'X-linked dominant'}",Autosomal dominant,0,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'New Jersey', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",4
54,322,Traumatic optic neuropathy due to closed head trauma commonly affects which pa of optic nerve -,"{'0': 'Optic canal', '1': 'Intra ocular pa', '2': 'Intracranial pa', '3': 'Optic tract'}",Optic canal,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
55,326,Which of the following is the most common cause of lower body paralysis caused by brain lesions (cerebral paraplegia)?,"{'0': 'Anterior cerebral artery infarction stroke (stroke)', '1': 'Carbon monoxide poisoning encephalopathy (encephalopathy)', '2': 'Meningitis (meningoencephalitis)', '3': 'Falx meningioma (falx meningioma)'}",Falx meningioma (falx meningioma),3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
56,334,"A 62-year-old woman with small-cell lung cancer comes to the physician because of a painful, burning red rash on her face and hands that developed 30 minutes after going outside to do garden work. She wore a long-sleeved shirt and was exposed to direct sunlight for about 10 minutes. The patient is light-skinned and has a history of occasional sunburns when she does not apply sunscreen. Current medications include demeclocycline for malignancy-associated hyponatremia and amoxicillin for sinusitis. Physical examination shows prominent erythema and a papular eruption on her forehead, cheeks, neck, and the dorsum of both hands. Which of the following is the most likely cause of this patient's symptoms?","{'0': 'Degranulation of presensitized mast cells', '1': 'Formation of drug-induced autoantibodies', '2': 'Accumulation of porphobilinogen', '3': 'Cell injury due to drug metabolites'}",Cell injury due to drug metabolites,3,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
57,342,Question linked to image nº23 What is the correct answer to a young man with a traumatic history 3 days ago who undergoes this knee radiography?,"{'0': 'Bipartite ball joint.', '1': 'Patella fracture.', '2': 'Osteochondritis dissecans.', '3': 'Secondary ossification nucleus not merged.'}",Patella fracture.,1,"['male', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",1
58,348,Which of the following therapies for depression is based on the basic idea that patients present significant difficulties in recognizing the connection between their behavior and its consequences in the interpersonal context ?:,"{'0': 'Behavioral Cognitive Analysis System of Psychotherapy.', '1': 'Interpersonal therapy', '2': 'Psychodynamic psychotherapy.', '3': 'Brief psychotherapy.'}",Behavioral Cognitive Analysis System of Psychotherapy.,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
59,356,"A 45-year-old man who underwent liver transplantation 3 months ago for chronic liver failure presents to the physician because of a backache following a fall from sitting. He is currently on immunosuppressive therapy with glucocorticoids and cyclosporine. He has no comorbidities. On physical examination, his vitals are within normal limits. He has tenderness over his lumbar spine. An X-ray of the lumbar spine shows a wedge compression fracture of the L1 vertebra. His serum testosterone and serum creatinine levels are normal. Bone mineral densitometry shows a T-score of –3.0. What is the most likely diagnosis?","{'0': 'Renal osteodystrophy', '1': 'Osteopenia', '2': 'Osteomalacia', '3': 'Transplantation-related osteoporosis'}",Transplantation-related osteoporosis,3,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
